ID,Name,Content
161,"Wangfengyi1","王凤仪言行录（序）
 
  　王凤仪言行录
　　卷一　王凤仪善人行道实录
　　第一章 童年（1864～1876）
　　第二章 佣　工（1877－1892）
　　第三章 实行（一八九一-八九七）
　　第四章 明道（一八九八～一八九九）
　　第五章 讲病齐家（一九零零年）
　　第六章 守墓（1901～1904年）
　　第七章 度世化人（1904～1905年）
　　第八章 倡办女学（1906～1909年）
　　第九章 兴学受挫（1909年）
　　卷二 王凤仪善人讲道（教人）兴学录
　　第十章 讲病兴学（1911~1917）
　　第十一章 吉林省兴学（1918～1922）
　　第十二章 黑龙江省兴学（1922～1923）
　　第十三章 兴学大会（1924年）
　　第十四章 游行讲演团(1924～1925年)
　　第十五章 贮金立业（1925年）
　　第十六章 家庭教育研究大会（1925～1927年）
　　第十七章 崇俭结婚（1927～1928年）
　　卷三 王凤仪善人讲道（教人）创会录
　　第十八章 北平万国道德总会（1929－1930年）
　　第十九章 教人行道（1930-1932年）
　　第二十章 东北立会（1933～1934年）
　　第二十一章 游行讲道（1935～1936年）
　　第二十二章 高级班
　　第二十三章 圣者仪范（1936～1937年）
　　王凤仪嘉言录

学习王善人（代序）

王明皓  

　　疾病只是某种器官的病变吗？医学包治百病吗？
　　为医者如何看待医术的盲点，是否该做点什么？
　　儒家的“忠孝”到底指什么？如何解读《论语》？
　　何为“善”，如何做个善人？
　　世上竟能有这样一本书么——它对我上面的“毫不相干”的问题都能予以启迪，它还必须没有板着面孔的说教，能提供切实可行的建议并足以影响我的生命轨迹，读着又亲切……《王善人行谊选辑》就是这样一本书！
　　王善人名树桐，字凤仪，生于一八六四年，辽宁省朝阳县人，幼时家贫失学，以牧牛做工为生，天性淳厚，颇知孝悌。三十五岁，闻大善士杨柏宣讲善书，（当时一些有德行的知识分子用“说书”的形式给老百姓讲解做善事的道理，使未进过学堂的人也能了解善法，以淳民风。）因悟“贤人争罪，愚人争理”（后文详解），遂痛悔己过，身患十二年的疮痨，一夜之间，霍然痊愈。同年五月，感世人，男不忠孝，女不贤淑，世风难挽，乃萌厌世之念，绝食五日，突生灵感，认为徒死无益，应先尽孝，然后立志劝世化人。（此事怕是孔子也行过，否则怎么会说：“吾尝终日不食，终夜不寝，以思，无益，不如学也。”）同年十月杨善士，误陷朝阳府狱，善人效法“羊角哀舍命全交”故事，誓死前往营救。途中夜间忽现光明，宛如白昼，豁然彻悟，明心见性。三十八岁十月，父死守墓三年，洞悉性理疗病法，讲病化人，颇著成效，创造了古今罕有之奇迹。之后，全力倡办男女义学，终其一生共创办六百多所男女义学，遍及三分之一个中国。当时均以“王善人”称之。
　　正象《论语》等许多圣贤书一样，圣贤的言行是由其弟子而非本人记载的。此书非善人亲笔．每一小题目下的第一句都是“我听王善人这样说过”，以示其传自善人本人，源流纯正。
　　王善人是如何以自己的行为解释“仁义”的呢？书中写道：
　　善人做工从不争工价，给多少算多少，干活还特别卖力。这样一来，开始时工价似乎少些，到第二年就高许多。善人常想，我这样瘦，东家给这许多，还真不少！
　　善人说：我说我行过君臣道，你们以为奇怪吧？人都把书上的字看死了，其实道是活的，凡俩个人在一处，就生出一条道来．就拿我来说吧，我给人家扛活，我就是臣，东家就是君。世上的事，无论大小，都是一个理。我病倒时请雇了一个人．讲好工价一百吊，我又另外多给三十吊说：“这三十是心力钱．我的牲口、农具尽管用，我为的是不管你。”我这样做，正是行的“体群臣”的道。这也是“君为臣纲”的作法。
　　细读全书，发现此处的“凡是两个人在一处，就生出一条道来。”是说：两人相遇，必然产生出一种关系来，同时这关系的本质中也蕴涵着处理好此关系的最好的办法。这关系、这办法就是善人所说的“道”。这是儒学“君君、臣臣、父父、子子”的很好的解释。儒家的本质就是处理好人与人之间的关系。当长工和雇人做工在那个时代是很平常的事，可当好东家和伙计同样需要智慧。善人说得好：“世上的事，无论大小，都是一个理。”仿佛可于孔子所说“仁远乎哉？子欲仁，斯仁至矣”互参。善人曾说：“道是行的，不行总不知‘道’啊！”“人只知道读书要多，要熟，不知照书上说的去实行。这象熟记地图，知道各地方位，没有亲临其境，又怎能看见庐山真面目呢？又象看熟了菜谱，没有实际吃过，又怎能尝得真滋味呢？”“我虽是个极蠢笨的人，没念过书，可是听人讲一个字，我就行一个字，在加上格物的工夫才贯通了的。”善人是以所行而非所言教化世人。正应了子曰：“古之学者为己，今之学者为人。”（《颜氏家训》释曰：“古之学者为己，以补不足也。今之学者为人，但能说之也。”）善人自称没念过书尚且学得真、行得切，识文断字、读着大学的我又做得如何？反思后才惊异地发现：关于仁，关于善，我并未学以致用，也就是还未学得一个字！今后应如何？不能再学叶公好龙，要做善人那样“极蠢笨的人”，谨行其道。
　　善人又是如何行孝道呢？
　　善人说：“（小时候）我妈给我做肚兜，弟弟非要不可。妈不肯给，惹得吵吵闹闹。我对我妈说：‘我不爱肚兜，给弟弟好了。’心里暗自立志——我一辈子不带肚兜，因为它使我妈为过难，流过眼泪。”
　　想起自己从小到大无数次令父母“为过难，流过眼泪”，无数次伤害最亲近的人，却从未“暗自立志”，这全书的第一页便让我流泪，也让我确认这是本真正的善书。因为父母恩重难报！
　　善人十八岁当小工时受一个伙计的欺负，善人不理。另一个伙计抱不平，当众说：“王老二（善人行二），你太老实了！你不用怕，和他斗一斗，我帮着你。”善人说：“我哪是怕他呢？我离开家好几十里，在这扛活（做工），我好好地做活，我妈妈还挂念我呢！若再和人打架，万一传到我妈耳朵里，不就更不放心了么？我是怕我妈惦念我，着急上火，才学老实，我哪是怕他呢？”欺负善人的人听了，当时就面红耳赤的，以后再不欺负善人了。
　　这就是“百善孝为先”的含义吧。善人是孝子，愿做母亲所喜欢的事，而母亲最喜欢的当然是儿女做个好人，过得幸福，所以善人能行忍让，谦恭待人，日后行善济世。善人的母亲临终时，对善人讲了家族的善恶之行，劝其多做好事。把“积善之家，必有余庆；积不善之家，必有余殃”的道理讲得明白。最后，善人的母亲说：“我有你这样的儿子，我很放心。”说罢，含笑去世。善人能让母亲安心，此为至孝。后来，善人与四弟一起过，帮弟攒钱、娶亲，而四弟一直不务正业，别人劝善人分家算了。善人说：“我只知他是我妈最疼的老儿子，别的事都没放在心里。”这就是由孝生悌。善人还赡养爷爷。他说：“当初我妈不留我爷，我爹不讲话，是丢了夫纲，我这样办，把爹妈的罪都赎回来了。现在的人，知道爹妈有过，就隐瞒起来，不知替老人赎罪，正是陷亲于不义，才是不孝。”《论语》有云：“孝悌也者，其为仁之本欤？”善人的行为是这句名言最好的注脚。
　　善人伦理疗病是怎样一回事呢？
　　善人对世间的事认识得很清楚，就比别人想得多。“因为愤世嫉俗，所以一面做活一面生气。常生气，二十四岁起，肚皮上长了疮，二十九时病已很重，后经医治，却留下了病根。”善人三十五时，去听讲善书“双受诰封”（三娘教子），知道了三娘与小东人不和而吵嘴，又各自认错、言归于好的善事。善人奇怪，“他们娘俩不是在吵嘴吗？怎么又都各认‘不是’呢？”想来想去，明白了：怪不得人家是贤人，贤人争“不是”，愚人才争“理”呢！（贤人争罪，愚人争理）怪不得自己是愚人。大声斥责自己，又痛哭悔过。第二天，善人肚皮痒，发现十二年的疮痨，一夜竟痊愈。于是善人悟出，人若把过悔真了，就会好病。以后，善人给人讲病，讲伦理，讲孝悌，讲做善事，活人无数。这伦理疗病启发我们中医讲七情致病是有道理的，甚至七情的力量比我们想象的还要大得多。还有些疾病，是要靠病人行为的改善，才可能好转的。后善人创办女义学。善人说：“现在最好是办女义学。因为妇德女道，早已失传。一般的风俗大都是重男轻女。周有三母才生出圣帝名王。女子不读书，怎能明理？不明理，怎生孝子贤孙？将来，女子也能做官治国。”后来，男女义学大兴，善人对女子的预言今已应验。看来在近代，中国文化本身就有广兴教育的因素，中国自己就有善人这样高瞻远瞩的伟人，从前我竟以为中国近代的文明全都是舶来的。办义学，其实也是善人为百姓治病之一法，欲治其身，先治其心。道德沦丧的今天，舍弘道而利生，难。治疗我们自己身心的疾患，舍孔子、善人诸圣贤所开良方不服，难。
　　善人还有许多教导与行为，但不容详述，让我们体会善人下面的话，有助于理解善人因何而能行人所未行，有助于我们去躬行善人的足迹。
　　人人有个我，只要把我的良心翻过来，拿爱我肉体的心，爱父母妻子儿女。以为己的心。为人能敦伦尽道笃信宗教的人，就能弘道利生。将来大道弘开，全球受福，大同世界，定能造成。

　　编者后记：有一句话叫“好书如圣药”，对于那些整日在名利场上拼争得身心疲惫、精疲力尽的人，这样一本好书不能不说是一味愈病的“灵丹妙药”！
——摘自《中医之魂》第2期第37页"
162,"Wangfengyi2","第一章 童年（1864～1876）

　　清同治三年（1864年）十月初三日子时王凤仪善人诞生。

　　一、 身世

　　王公凤仪，讳树桐（1864～1937年），清直隶省朝阳府，城南一百五十里云蒙山前树林子村人。原籍河北省密云县石匣镇，蒙族。九世祖迁居朝阳。父清和公，母李太夫人，弟兄四人，凤仪公行二，世人称之谓王老善人。我听王善人这样说过：
　　我的家乡，穷山恶水，地瘠民贫。小时候家贫，没念过书，我是个愚人。

　　清同治十二年（1873年）王善人10岁

　　二、 让肚兜

　　王善人天性淳厚，遇事总是为人着想，从小就很有孝心。从让肚兜（又名腰子）这件小事，就可以看出来。我听王善人这样说过：
　　我妈看我赤身露体的，给我做了个肚兜遮丑。我三弟和四弟看见了，就非要不可。我妈又不肯给他们，惹得吵吵闹闹。我就对我妈说：“我不爱戴肚兜，给弟弟好了。”心里暗自立志——我一辈子也不戴肚兜，因为它使我妈为过难、流过眼泪。　"
